base,label_l3,label_l2,confidence,rationale,evidence,source
여수·순천 10·19사건 진상규명 및 희생자 명예회복에 관한 특별법 일부개정법률안,안전및재난,재난·안전,0.8,사건 진상 규명과 관련된 법률안으로 재난 안전과 관련이 있다.,여수·순천 10·19사건 진상규명 및 희생자 명예회복에 관한 특별법 일부개정법률안,gpt:gpt-4o-mini
여수·순천 10·19사건 진상규명 및 희생자 명예회복에 관한 특별법 일부개정법률안(대안),안전및재난,재난·안전,0.8,사건 진상 규명과 관련된 법률안으로 재난 안전과 관련이 있다.,여수·순천 10·19사건 진상규명 및 희생자 명예회복에 관한 특별법 일부개정법률안(대안),gpt:gpt-4o-mini
여수․순천 10․19사건 진상규명 및 희생자 명예회복․보상에 관한 특별법안,안전및재난,재난·안전,0.8,사건 진상 규명과 관련된 법률안으로 재난 안전과 관련이 있다.,여수․순천 10․19사건 진상규명 및 희생자 명예회복․보상에 관한 특별법안,gpt:gpt-4o-mini
여수․순천 10․19사건 진상규명 및 희생자 명예회복에 관한 입법 공청회,안전및재난,재난·안전,0.8,사건 진상 규명과 관련된 공청회로 재난 안전과 관련이 있다.,여수․순천 10․19사건 진상규명 및 희생자 명예회복에 관한 입법 공청회,gpt:gpt-4o-mini
여수․순천 10․19사건 진상규명 및 희생자 명예회복에 관한 특별법 일부개정법률안,안전및재난,재난·안전,0.8,사건 진상 규명과 관련된 법률안으로 재난 안전과 관련이 있다.,여수․순천 10․19사건 진상규명 및 희생자 명예회복에 관한 특별법 일부개정법률안,gpt:gpt-4o-mini
여수․순천 10․19사건 진상규명 및 희생자 명예회복에 관한 특별법 일부개정법률안(대안),안전및재난,재난·안전,0.8,사건 진상 규명과 관련된 법률안으로 재난 안전과 관련이 있다.,여수․순천 10․19사건 진상규명 및 희생자 명예회복에 관한 특별법 일부개정법률안(대안),gpt:gpt-4o-mini
여수․순천 10․19사건 진상규명 및 희생자 명예회복에 관한 특별법안,안전및재난,재난·안전,0.7,이 법안은 재난과 관련된 사건의 진상 규명과 희생자 명예 회복을 다루고 있어 재난안전 교육 및 연구와 관련이 있다.,진상규명 및 희생자 명예회복,gpt:gpt-4o-mini
연령 계산 및 표시에 관한 법률안,정부혁신,정부혁신·행정지원,0.5,연령 계산 및 표시는 정부의 행정적 기준을 정립하는 것으로 정부 혁신과 관련이 있다.,연령 계산 및 표시에 관한 법률안,gpt:gpt-4o-mini
오송 지하차도 참사 진상규명과 재발방지 대책마련을 위한 국정조사 결과보고서 채택의 건,안전및재난,재난·안전,0.8,이 건은 재난 사건의 진상 규명과 재발 방지를 위한 연구와 관련이 있다.,오송 지하차도 참사 진상규명,gpt:gpt-4o-mini
오송 지하차도 참사 진상규명과 재발방지 대책마련을 위한 국정조사 증인 고발의 건,안전및재난,재난·안전,0.8,이 건은 재난 사건의 진상 규명과 관련된 조치로 재난안전 교육 및 연구와 연결된다.,오송 지하차도 참사 진상규명,gpt:gpt-4o-mini
오송 지하차도 참사 진상규명과 재발방지 대책마련을 위한 국정조사 청문회,안전및재난,재난·안전,0.8,이 청문회는 재난 사건의 진상 규명과 재발 방지를 위한 연구와 관련이 있다.,오송 지하차도 참사 진상규명,gpt:gpt-4o-mini
옥외광고물 등의 관리와 옥외광고산업 진흥에 관한 법률 일부개정법률안,지방행정,지방행정,0.6,옥외 광고물 관리와 관련된 법률은 지방 행정의 일환으로 볼 수 있다.,옥외광고물 등의 관리,gpt:gpt-4o-mini
옥외광고물 등의 관리와 옥외광고산업 진흥에 관한 법률 일부개정법률안(계속),지방행정,지방행정,0.6,계속되는 법률안은 지방 행정의 일환으로 관련된다.,옥외광고물 등의 관리,gpt:gpt-4o-mini
옥외광고물 등의 관리와 옥외광고산업 진흥에 관한 법률 일부개정법률안(대안),지방행정,지방행정,0.6,대안 법률안은 지방 행정과 관련된 사항을 다룬다.,옥외광고물 등의 관리,gpt:gpt-4o-mini
온천법 일부개정법률안,지방행정,지방행정,0.5,온천법은 지방 자치단체의 관리와 관련이 있다.,온천법 일부개정법률안,gpt:gpt-4o-mini
온천법 일부개정법률안(계속),지방행정,지방행정,0.5,계속되는 법률안은 지방 행정과 관련된다.,온천법 일부개정법률안,gpt:gpt-4o-mini
울릉도·흑산도 등 국토외곽 먼섬 지원 특별법 일부개정법률안,지역균형발전,지방행정,0.7,이 법안은 지역 균형 발전을 위한 지원을 다루고 있다.,국토외곽 먼섬 지원 특별법,gpt:gpt-4o-mini
울릉도․독도 지원 특별법안,지역균형발전,지방행정,0.7,이 법안은 특정 지역에 대한 지원을 통해 균형 발전을 도모하고 있다.,울릉도․독도 지원 특별법안,gpt:gpt-4o-mini
울릉도․흑산도 등 국토외곽 먼섬 지원 특별법안(대안),지역균형발전,지방행정,0.7,대안 법안은 지역 균형 발전을 위한 지원을 다룬다.,국토외곽 먼섬 지원 특별법안,gpt:gpt-4o-mini
위성정당 설립허가 금지를 위한 정당법 일부개정법률안에 관한 입법청원(민형배 의원의 소개로 제출)(청원번호 2200006),정부혁신,정부혁신·행정지원,0.5,정당법 개정은 정부의 정치적 혁신과 관련이 있다.,위성정당 설립허가 금지,gpt:gpt-4o-mini
위장형카메라의 관리에 관한 법률안,안전및재난,재난·안전,0.6,위장형 카메라의 관리는 안전과 재난 예방과 관련이 있다.,위장형카메라의 관리,gpt:gpt-4o-mini
위험물안전관리법 일부개정법률안,안전및재난,재난·안전,0.8,위험물 안전 관리는 재난 예방과 안전과 밀접한 관련이 있다.,위험물안전관리법 일부개정법률안,gpt:gpt-4o-mini
위험물안전관리법 일부개정법률안(계속),안전및재난,재난·안전,0.8,계속되는 법률안은 위험물 안전 관리와 관련이 있다.,위험물안전관리법 일부개정법률안,gpt:gpt-4o-mini
위험물안전관리법 일부개정법률안(대안),안전및재난,재난·안전,0.8,대안 법률안은 위험물 안전 관리와 관련이 있다.,위험물안전관리법 일부개정법률안,gpt:gpt-4o-mini
유선 및 도선 사업법 일부개정법률안,지방행정,지방행정,0.5,유선 및 도선 사업은 지방 행정과 관련이 있다.,유선 및 도선 사업법 일부개정법률안,gpt:gpt-4o-mini
유선 및 도선 사업법 일부개정법률안(계속),지방행정,지방행정,0.5,계속되는 법률안은 지방 행정과 관련된다.,유선 및 도선 사업법 일부개정법률안,gpt:gpt-4o-mini
유선 및 도선 사업법 일부개정법률안(대안),지방행정,지방행정,0.5,대안 법률안은 지방 행정과 관련된 사항을 다룬다.,유선 및 도선 사업법 일부개정법률안,gpt:gpt-4o-mini
유실물법 일부개정법률안,지방행정,지방행정,0.5,유실물법은 지방 행정의 일환으로 볼 수 있다.,유실물법 일부개정법률안,gpt:gpt-4o-mini
음주운전의 예방 및 처벌 등에 관한 특별법안(계속),안전및재난,재난·안전,0.7,음주운전 예방은 안전과 재난 예방과 관련이 있다.,음주운전의 예방 및 처벌,gpt:gpt-4o-mini
의무경찰대 설치 및 운영에 관한 법률 일부개정법률안,국민안전행정지원,재난·안전,0.6,의무경찰대 설치는 국민 안전을 위한 행정 지원과 관련이 있다.,의무경찰대 설치 및 운영,gpt:gpt-4o-mini
의무소방대설치법 일부개정법률안,국민안전행정지원,재난·안전,0.6,의무소방대 설치는 국민 안전을 위한 행정 지원과 관련이 있다.,의무소방대설치법 일부개정법률안,gpt:gpt-4o-mini
의용소방대 설치 및 운영에 관한 법률 일부개정법률안,국민안전행정지원,재난·안전,0.6,의용소방대 설치는 국민 안전을 위한 행정 지원과 관련이 있다.,의용소방대 설치 및 운영,gpt:gpt-4o-mini
의용소방대 설치 및 운영에 관한 법률 일부개정법률안(계속),국민안전행정지원,재난·안전,0.6,계속되는 법률안은 국민 안전을 위한 행정 지원과 관련이 있다.,의용소방대 설치 및 운영,gpt:gpt-4o-mini
"이륜차 자동차전용도로 통행 허가 요청에 관한 청원(김보승 외 51,207인 국민동의로 제출)(청원번호 2200235)",지방행정,지방행정,0.5,이 청원은 지방 행정과 관련된 도로 통행 허가를 다룬다.,이륜차 자동차전용도로 통행 허가 요청,gpt:gpt-4o-mini
이북5도 등에 관한 특별조치법 일부개정법률안,이북5도,지방재정·기타,0.9,이 법안은 이북 5도와 관련된 특별 조치를 다루고 있다.,이북5도 등에 관한 특별조치법,gpt:gpt-4o-mini
이장․통장 운영 및 지원에 관한 법률안,지방행정,지방행정,0.5,이 법안은 지방 자치단체의 운영과 지원과 관련이 있다.,이장․통장 운영 및 지원,gpt:gpt-4o-mini
이태원 사고 관련 상황의 세금 사용에 관한 법률 개정에 관한 청원(김초원 외 5만 인 국민동의로 제출)(청원번호 2100105),안전및재난,재난·안전,0.8,이태원 사고와 관련된 법률 개정은 재난안전과 관련된 교육 및 연구의 일환으로 볼 수 있다.,이태원 사고 관련 상황의 세금 사용에 관한 법률 개정,gpt:gpt-4o-mini
이태원 사고 관련 현안보고,안전및재난,재난·안전,0.8,이태원 사고에 대한 현안보고는 재난안전과 관련된 정보 공유의 일환으로 해석될 수 있다.,이태원 사고 관련 현안보고,gpt:gpt-4o-mini
이태원 참사 사고 관련 현안질의 증인 출석요구의 건,안전및재난,재난·안전,0.8,이태원 참사와 관련된 질의는 재난안전과 관련된 교육 및 연구의 필요성을 반영한다.,이태원 참사 사고 관련 현안질의 증인 출석요구의 건,gpt:gpt-4o-mini
인감증명법 일부개정법률안,정부혁신,정부혁신·행정지원,0.6,법률 개정은 정부의 혁신적인 변화와 관련이 있다.,인감증명법 일부개정법률안,gpt:gpt-4o-mini
인구 및 지방소멸위기 지역 지원을 위한 입법공청회,지역균형발전,지방행정,0.7,지방소멸위기 지역 지원은 지역균형발전과 관련이 있다.,인구 및 지방소멸위기 지역 지원을 위한 입법공청회,gpt:gpt-4o-mini
인구감소지역 발전 특별법안,지역균형발전,지방행정,0.7,인구감소지역의 발전은 지역균형발전의 일환으로 볼 수 있다.,인구감소지역 발전 특별법안,gpt:gpt-4o-mini
인구감소지역 지원 특별법 일부개정법률안,지역균형발전,지방행정,0.7,인구감소지역 지원은 지역균형발전과 관련이 있다.,인구감소지역 지원 특별법 일부개정법률안,gpt:gpt-4o-mini
인구감소지역 지원 특별법 일부개정법률안(대안),지역균형발전,지방행정,0.7,인구감소지역 지원은 지역균형발전과 관련이 있다.,인구감소지역 지원 특별법 일부개정법률안(대안),gpt:gpt-4o-mini
인구감소지역 지원 특별법안,지역균형발전,지방행정,0.7,인구감소지역 지원은 지역균형발전과 관련이 있다.,인구감소지역 지원 특별법안,gpt:gpt-4o-mini
인구감소지역 지원 특별법안(대안),지역균형발전,지방행정,0.7,인구감소지역 지원은 지역균형발전과 관련이 있다.,인구감소지역 지원 특별법안(대안),gpt:gpt-4o-mini
인구소멸위기지역 지원 특별법안,지역균형발전,지방행정,0.7,인구소멸위기지역 지원은 지역균형발전과 관련이 있다.,인구소멸위기지역 지원 특별법안,gpt:gpt-4o-mini
인사청문회 불출석 증인 고발의 건,조직관리,정부혁신·행정지원,0.5,인사청문회와 관련된 증인 고발은 조직 관리와 관련이 있다.,인사청문회 불출석 증인 고발의 건,gpt:gpt-4o-mini
인사혁신처,정부혁신,정부혁신·행정지원,0.6,인사혁신처는 정부의 혁신과 관련된 기관이다.,인사혁신처,gpt:gpt-4o-mini
인사혁신처 소관,정부혁신,정부혁신·행정지원,0.6,인사혁신처는 정부의 혁신과 관련된 기관이다.,인사혁신처 소관,gpt:gpt-4o-mini
인천 글로벌경제거점도시 조성에 관한 특별법안,지역균형발전,지방행정,0.7,글로벌경제거점도시 조성은 지역균형발전과 관련이 있다.,인천 글로벌경제거점도시 조성에 관한 특별법안,gpt:gpt-4o-mini
